Situacao;Codigo favorecido;Favorecido;Descricao da fonte de recursos;Objeto;Valor inicial do instrumento;Valor do acrescimo ou reducao;Valor atualizado do instrumento;Valor pago;Descricao do orgao executor;Descricao da unidade orcamentaria executora;Descricao de programa;Descricao da modalidade de aplicacao;Descricao da natureza da despesa
ATIVO;7,56E+12;ADDING PRESTACAO DE SERVICOS DE PRODUCAO DE EVENTOS CULTURAI;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: CINE OUT JAZZ  WEC1031/01/2018 CI: SR RIO DE JANEIRO CINEMAS S/A;26689.51;0;26689.51;26689.51;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,85E+13;TARGET BRASIL PROJETOS E EVENTOS EIRELLI;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL FESTIVAL CRIABRASIL - WEC495/01/2018 - CI TOP RIO VIAGENS E TURISMO LTDA;73674.6;0;73674.6;45747.88;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;5,08E+12;GM SERVICOS FOTOGRAFICOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL O MUNDO DE BLUE - WEC412/01/2018 - CI AUTENTICIS CONSULTORIA DE SISTEMAS E MARKETING LTDA;53359.87;0;53359.87;53359.87;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+13;TRINDADE MARKETING ESPORTIVO E CULTURAL;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL CARROSELFIE (ANO II) - WEC209/01/2018 - CI MMS - MEDICINA REPRODUTIVA LTDA - CLINICA ORIGEN (MATRIZ);17166.67;0;17166.67;17166.67;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;3,29E+12;ARMANDO PRAZERES PRODUCOES ARTISTICAS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL ORQUESTRA MARÉ DO AMANHÃ - TEMPORADA 2019 - WAC13/01/2018 - CI CONCESSIONÁRIA PONTE RIO-NITERÓI SA - ECOPONTE;167270.97;0;167270.97;167270.97;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,31E+13;ENTRE EXPERIENCIA CULTURA E ENTRETENIMENTO LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL MOJO MICKYBO - WEC449/01/2017 - CI LOGIMEX COMÉRCIO EXTERIOR LTDA;6354.42;0;6354.42;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,05E+13;COMITE CULTURAL EDITORA LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL FEIRA DO AMANHA - WEC856/01/2018 - CI CULTURA INGLESA IDIOMAS SA;6045.29;0;6045.29;6045.29;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,05E+13;COMITE CULTURAL EDITORA LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 - APOIO AO PROJETO CULTURAL: FEIRA DO AMANHÃ   WEC8562/01/2018 CI: UNIMED RIO COOPERATIVA DE TRABALHO MÉDICO DO RIO DE JANEIRO LTDA;180000;0;180000;180000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,05E+13;COMITE CULTURAL EDITORA LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL FEIRA DO AMANHÃ - WEC856/01/2018 - CI METARJ SOLUÇÕES EM GEOTECNOLOGIA E DESENVOLVIMENTI DE SISTEMAS LTDA;26713.28;0;26713.28;26713.28;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+13;TRINDADE MARKETING ESPORTIVO E CULTURAL;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: GENTILEZINHA (ANO III)  WEC195/01/2018 CI: CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S/A;169450;0;169450;169450;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,31E+13;CAVALO MARINHO PRODUCOES ARTISTICAS LTDA ME;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL DIA DE MÚSICA 2019 - WEC292/01/2018 - CI HOSPITAL NORTE DOR DE CASCADURA S/A (HOSPITAL NORTE DOR);105957;0;105957;105957;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,29E+12;INSTITUTO TRILHO;TRANSFERENCIA DO GOVERNO FEDERAL PARA MERENDA ESCOLAR;TRANSFERÊNCIA DE RECURSOS DO PNAE/FNDE/MEC;20544;0;20544;20544;SECRETARIA MUNICIPAL DE EDUCAÇÃO;GABINETE DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;GESTAO DAS OPERACOES ESPECIAIS;TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;CONTRIBUICOES
ATIVO;3,37E+13;CRUZADA DO MENOR;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: REDE CRUZADA 2019  EDUCAÇÃO ATRAVÉS DA CULTURA  WAC383/01/2018 CI: MODAL ASSESSORIA FINANCEIRA LTDA;11276.83;0;11276.83;11276.83;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,54E+13;BRUNO BASTOS SAMPAIO;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL RIO H2K 2019 - FESTIVAL INTERNACIONAL DE DANÇA - WEC293/01/2018 - CI SMART RIO ACADEMIA DE GINASTICA SA;17085.81;0;17085.81;17085.81;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,83E+13;BIOHOSP PRODUTOS HOSPITALARES LTDA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;FORNECIMENTO DE CESSÃO DE USO DE EQUIPAMENTO COM ASSISTÊNCIA TÉCNICA E ASSESSORIA CIENTIFICA COM FORNECIMENTO DE INDICADORES BIOLÓGICOS PARA USO EM CENTRAL DE ESTERILIZAÇÃO;600500;0;600500;0;HOSPITAL MUNICIPAL SOUZA AGUIAR;HOSPITAL MUNICIPAL SOUZA AGUIAR - COORDENADORIA GERAL DE EMERGÊNCIA DA AP 1;ATENCAO HOSPITALAR;APLICACOES DIRETAS;MATERIAIS PARA USO MEDICINAL. CIRURGICO E ODONTOLOGICO
ATIVO;3,32E+11;AIR LIQUIDE BRASIL LTDA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;REFERENTE À PRESTAÇÃO DE SERVIÇOS DE FORNECIMENTO DE GASES MEDICINAIS. ENGLOBANDO INSTALAÇÃO E MANUTENÇÃO DE CILINDROS E TANQUES;2668934.15;0;2668934.15;0;HOSPITAL MUNICIPAL SOUZA AGUIAR;HOSPITAL MUNICIPAL SOUZA AGUIAR - COORDENADORIA GERAL DE EMERGÊNCIA DA AP 1;ATENCAO HOSPITALAR;APLICACOES DIRETAS;MATERIAIS E PRODUTOS QUIMICOS
ATIVO;4,34E+12;INTER QUALITY REPRESENTACOES LTDA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS MÉDICOS NO HMFM;118800;0;118800;118140;HOSPITAL MATERNIDADE FERNANDO MAGALHÃES;HOSPITAL MATERNIDADE FERNANDO MAGALHÃES;ATENCAO HOSPITALAR;APLICACOES DIRETAS;MAQUINAS E EQUIPAMENTOS. MOVEIS E UTENSILIOS - LOCACAO
ATIVO;3,32E+11;AIR LIQUIDE BRASIL LTDA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;TRANSFERÊNCIA DE DESPESA DA SMS - NÌVEL CENTRAL PARA O HMFM REFERENTE À PRESTAÇÃO DE SERVIÇO DE FORNECIMENTO DE GASES MEDICINAIS;1048595.04;0;1048595.04;22950.38;HOSPITAL MATERNIDADE FERNANDO MAGALHÃES;HOSPITAL MATERNIDADE FERNANDO MAGALHÃES;ATENCAO HOSPITALAR;APLICACOES DIRETAS;MATERIAIS E PRODUTOS QUIMICOS
ATIVO;7,40E+13;M3 MANUTENCAO E MONTAGENS LTDA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;MANUTENÇÃO PREVENTIVA E CORRETIVA  DE SISTEMAS DE AR CONDICIONADO E REFRIGERAÇÃO E REDES DE AR COMPRIMIDO. VÁCUO E GASES MEDICINAIS NO HMFM. CONTRATO Nº 09/2019 DA SMIH E RIO-URBE;1175313.02;0;1175313.02;362052.21;HOSPITAL MATERNIDADE FERNANDO MAGALHÃES;HOSPITAL MATERNIDADE FERNANDO MAGALHÃES;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVS.DE REPARO. ADAPTACAO.CONSERV.RESTAURACAO E INSTALACAO DE SISTEMA DE REFRIGERACAO
ATIVO;2,08E+13;BREF GESTAO EMPRESARIAL EIRELI ME;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;CONTRATO - PRESTAÇÃO DE SERVIÇOS DE FORNECIMENTO DE ALIMENTAÇÃO.;13524000;0;13524000;5660760.79;HOSPITAL MUNICIPAL MIGUEL COUTO;HOSPITAL MUNICIPAL MIGUEL COUTO - COORDENADORIA GERAL DE EMERGÊNCIA DA AP 2.1;ATENCAO HOSPITALAR;APLICACOES DIRETAS;FORNECIMENTO DE ALIMENTACAO
ATIVO;2,32E+13;ESPECITECH REPAROS MANUTENCAO E COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA ME;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;TERMO DE EXECUÇÃO AO 1º T.A. Nº 003/2019/SMS - TRANFERÊNCIA DA DESPESA DA SMS/NÍVEL CENTRAL PARA O H.M. MIGUEL COUTO REFERENTE À PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DOS APARELHOS DE ANESTESIA MARCA TAKAOKA.;518509.4;-62207.2;456302.2;58352.16;HOSPITAL MUNICIPAL MIGUEL COUTO;HOSPITAL MUNICIPAL MIGUEL COUTO - COORDENADORIA GERAL DE EMERGÊNCIA DA AP 2.1;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA
ATIVO;1,02E+12;NUTRIENTE PRODUTOS E SERVICOS FARMACEUTICOS LTDA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;TERMO DE EXECUÇÃO AO CONTRATO Nº 027/2019/SMS - TRANSFERÊNCIA DE DESPESA DA SMS-NÍVEL CENTRAL PARA O HMMC REFERENTE À PRESTAÇÃO DE SERVIÇOS DE MANIPULAÇÃO DE MISTURAS NUTRITIVAS PARENTERAIS A SEREM FORNECIDAS NO H.M. MIGUEL COUTO.;91539.09;0;91539.09;3713.85;HOSPITAL MUNICIPAL MIGUEL COUTO;HOSPITAL MUNICIPAL MIGUEL COUTO - COORDENADORIA GERAL DE EMERGÊNCIA DA AP 2.1;ATENCAO HOSPITALAR;APLICACOES DIRETAS;FORNECIMENTO DE ALIMENTACAO
ATIVO;1,02E+12;NUTRIENTE PRODUTOS E SERVICOS FARMACEUTICOS LTDA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;PRESTAÇÃO DE SERVIÇO DE MANIPULAÇÃO DE MISTURAS NUTRITIVAS PARENTERAIS;643200;0;643200;11074.52;HOSPITAL MUNICIPAL JESUS;HOSPITAL MUNICIPAL JESUS;ATENCAO HOSPITALAR;APLICACOES DIRETAS;FORNECIMENTO DE ALIMENTACAO
ATIVO;4,77E+13;ASSOCIACAO FUNDO DE INCENTIVO A PESQUISA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;TRANSFERENCIA DE DESPESA DA SMS PARA O HMPW REFERENTE PRESTAÇÃO DE SERVIÇOS DE REALIZAÇÃO DE EXAMES DE ANÁLISES CLÍNICAS. CITOLOGIA. CITOPATOLOGIA. IMUNO-HISTOQUÍMICA E ANATOMIA PATOLÓGICA.;89165.65;0;89165.65;5882;HOSPITAL MUNICIPAL PAULINO WERNECK;HOSPITAL MUNICIPAL PAULINO WERNECK - COORDENADORIA GERAL DE EMERGÊNCIA DA AP 3.7;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVICOS DE LABORATORIO DE ANALISES CLINICAS
ATIVO;1,16E+13;PROMOVENDO COMERCIO E REPRESENTACOES DE MATERIAL HOSPITALARLTDA;ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;MANUTENÇÃO PREVENTIVA E CORRETIVA DE MONITORES DA MARCA DIXTAL/PHILLIPS;70489.44;0;70489.44;898.5;HOSPITAL MUNICIPAL PAULINO WERNECK;HOSPITAL MUNICIPAL PAULINO WERNECK - COORDENADORIA GERAL DE EMERGÊNCIA DA AP 3.7;ATENCAO HOSPITALAR;APLICACOES DIRETAS;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA
ATIVO;5,08E+12;GM SERVICOS FOTOGRAFICOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: VISTAS DO RIO  WEC415/01/2018 CI: TIVIT TERCEIRIZAÇÃO DE PROCESSOS. SERVIÇOS E TECNOLOGIA S.A;155418.05;0;155418.05;76793.15;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,36E+13;CMX ASSOCIADOS LTDA  ME;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL 9º FESTU - FESTIVAL DE TEATRO UNIVERSITARIO - WEC295/01/2018 - CI AFFERO LAB PARTICIPACOES SA;142400.65;0;142400.65;142400.65;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,36E+13;CMX ASSOCIADOS LTDA  ME;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: 9º FESTU  FESTIVAL DE TEATRO UNIVERSITÁRIO   WEC295/01/2018 CI: MAPMA CORRETORA DE SEGUROS E CONSULTORIA LTDA;12448.98;0;12448.98;11008.48;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;3,12E+13;ASSOCIACAO ORQUESTRA PRO MUSICA DO RIO DE JANEIRO;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 - APOIO AO PROJETO CULTURAL: SÉRIE PORTINARI  WAC143/01/2018 CI: ALIANSCE ESTACIONAMENTOS LTDA;48628.01;0;48628.01;48628.01;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,70E+13;AGENCIA DO BEM;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL ESCOLAS DE MÚSICA E CIDADANIA 2019 - REDE RIO - WOC484/01/2018 - CI INFRA PARTNERS INVESTIMENTOS EM LOGÍSTICA LTDA / INFRA PARTNERS;1447.19;0;1447.19;1447.19;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,70E+13;AGENCIA DO BEM;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL ESCOLAS DE MÚSICA E CIDADANIA 2019 - REDE RIO - WOC484/01/2018 - CI ORAMA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;4204.26;0;4204.26;4204.26;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;5,04E+12;SAPOTI PROJETOS CULTURAIS S/S LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: MEMÓRIA E IDENTIDADE  WEC411/01/2018 CI: CORRETORA BROKERS DE SEGUROS LTDA;2107.24;0;2107.24;2107.24;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;5,04E+12;SAPOTI PROJETOS CULTURAIS S/S LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL MEMÓRIA E IDENTIDADE - WEC411/01/2018 - CI KLIBRA AGENCIAMENTO DE MARCAS E NEGÓCIOS LTDA;7660.49;0;7660.49;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;3,12E+13;SOCIEDADE DE PROMOCAO DA CASA DE OSWALDO CRUZ;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL CONTANDO HISTORIAS FAZENDO ARTE E RENOVANDO ESPERANCAS 2019 - WAC390/01/2018 - C.I. DOMINGUES E PINHO CONTADORES LTDA;60000;0;60000;60000;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;8,93E+12;ASSOCIACAO REDES DE DESENVOLVIMENTO DA MARE;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013  APOIO AO PROJETO CULTURAL:  CENTRO DE ARTES DA MARÉ 2019  WOC729/01/2018 - C.I. SMART RIO ACADEMIA DE GINÁSTICA S/A;12138.96;0;12138.96;12138.96;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;8,93E+12;ASSOCIACAO REDES DE DESENVOLVIMENTO DA MARE;INCENTIVO A CULTURA;LEI DE INCENTIVO  À CULTURA 5553/2013  APOIO AO PROJETO CULTURAL: CENTRO DE ARTES DA MARÉ  WOC729/01/2018  CI: SMART RIO ACADEMIA DE GINÁSTICA SA;10166.51;0;10166.51;10166.51;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;8,93E+12;ASSOCIACAO REDES DE DESENVOLVIMENTO DA MARE;INCENTIVO A CULTURA;LEI DE INCENTIVO  À CULTURA 5553/2013  APOIO AO PROJETO CULTURAL: CENTRO DE ARTES DA MARÉ  WOC729/01/2018  CI: SMART RIO ACADEMIA DE GINÁSTICA SA;9088.46;0;9088.46;9088.46;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;8,93E+12;ASSOCIACAO REDES DE DESENVOLVIMENTO DA MARE;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL CENTRO DE ARTES DA MARE - 2019 - WOC729/01/2018 - CI SMART RIO ACADEMIA DE GINASTICA SA;8810.38;0;8810.38;8810.38;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+12;CIRCUS MAIS DIVERSOES LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TEMPORADA DE HUMOR  BANGU  WEC470/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;2820.76;0;2820.76;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;1,77E+12;CIRCUS MAIS DIVERSOES LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: TEMPORADA DE HUMOR  BANGU  WEC470/01/2018 CI: ALLPARK EMPREENDIMENTOS. PARTICIPAÇÕES E SERVIÇOS S.A;2683.06;0;2683.06;0;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;2,93E+13;LAR PAULO DE TARSO;INCENTIVO A CULTURA;LEI DE INCENTIVO A CULTURA 5553/2013 - APOIO AO PROJETO CULTURAL ESCOLA DE TEATRO - MENINOS DE LUZ - 2019 - WAC8/01/2018 - CI SUNSET VIGILANCIA;40782;0;40782;40782;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;4,02E+13;GAIA PRODUCOES ARTISTICAS E CULTURAIS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: JAZZ OUT NIGHTS  WEC160/01/2018 CI: PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;252764;0;252764;252764;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
ATIVO;5,08E+12;GM SERVICOS FOTOGRAFICOS LTDA;INCENTIVO A CULTURA;LEI DE INCENTIVO À CULTURA Nº 5553/2013 APOIO AO PROJETO CULTURAL: DISTRIBUIÇÃO/COMERCIALIZAÇÃO DOCUMENTÁRIO TEMPESTADE  WEC410/01/2018 CI: AFAMAR CAPITAL HUMANO LTDA;1404.24;0;1404.24;1404.24;SECRETARIA MUNICIPAL DE CULTURA;GABINETE DA SECRETARIA MUNICIPAL DE CULTURA;PROGRAMA INTEGRADO DE FOMENTO A CULTURA;APLICACOES DIRETAS;APOIO A PROJETOS CULTURAIS - LEI 5.553/2013
