Descricao_Acao;Descricao_Elemento;Descricao_item_Despesa;Orcamento_Atualizado;Empenhado;Liquidado;Pago;Pago_Restos_Pagar
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA ;0;0;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;139173.73;0;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;MULTAS POR NAO CUMPRIMENTO DE OBRIGACOES TRIBUTARIAS. CONTRIBUTIVAS E ACESSORIAS          ;0;10000;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;MOBILIARIO EM GERAL                                                                       ;0;4375;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;182363.82;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;REMUNERACAO DE CARGO DE DIRECAO E ASSISTENCIA INTERMEDIARIA (DAI)                         ;0;410369.41;410369.41;410369.41;411226.38
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO DE PRODUTIVIDADE FISCAL DE ATIVIDADES ECONOMICAS                             ;0;583783.2;583783.2;528184.8;580176
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO POR CAPACITACAO - GCAP                                                       ;0;4806202.38;4806202.38;4806202.38;4527898.48
SUBVENCAO SOCIAL A ASSOCIACAO DE MORADORES E AMIGOS DE VARGEM GRANDE - EL 3478/19;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;0;0;0;0;0
MANUTENCAO DE SEDES ADMINISTRATIVAS DA PREFEITURA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO. ADAPTACAO. CONSERVACAO. RESTAURACAO E INSTALACAO DE ELEVADORES           ;0;594909.36;436194.81;296127.8;393059.98
IMPLANTACAO DE ACADEMIAS CARIOCAS DA TERCEIRA IDADE. NA AP 5 - EL 0007/19;OBRAS E INSTALACOES                                                                       ;OBRAS E INSTALACOES                                                                       ;0;0;0;0;0
MEMORIA DA CIDADE DO RIO DE JANEIRO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA ;0;0;0;0;500
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ABONO DE PERMANENCIA                                                                      ;0;1385302.97;1385302.97;1385302.97;1371331.03
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                          ;0;55366.48;55366.48;55366.48;55366.48
ACOES E PROJETOS DE INTERESSE DO MUNICIPIO DO RIO DE JANEIRO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;1000;0;0;0;0
RIO EM ACAO SOCIAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;30000;0;0;0;0
MANUTENCAO DE SEDES ADMINISTRATIVAS DA PREFEITURA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE TELEFONIA                                                                     ;0;0;0;0;13625.41
MANUTENCAO DE SEDES ADMINISTRATIVAS DA PREFEITURA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE             ;0;10607.09;10607.09;10607.09;10607.09
MANUTENCAO DE SEDES ADMINISTRATIVAS DA PREFEITURA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICO DE LIMPEZA. CONSERVACAO. HIGIENE E COPA POR PESSOA JURIDICA                       ;0;33828.69;19733.85;15743.85;17019.85
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE AGUA E ESGOTO                                                                 ;0;0;0;0;6432.63
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;MATERIAL DE CONSUMO                                                                       ;GENEROS ALIMENTICIOS. INCLUSIVE BEBIDAS                                                   ;0;3090.9;3090.9;3090.9;3090.9
ASSISTENCIA E EDUCACAO PARA O CONSUMO;PASSAGENS E DESPESAS COM LOCOMOCAO                                                        ;PASSAGENS E DESPESAS COM LOCOMOCAO                                                        ;50000;0;0;0;0
ASSISTENCIA E EDUCACAO PARA O CONSUMO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;30000;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ADICIONAL POR TEMPO DE SERVICO                                                            ;0;8491.85;8491.85;8491.85;4390.23
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;DIREITO PESSOAL                                                                           ;0;7442.62;7442.62;7442.62;7442.62
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO DE EXECUCAO TECNICA                                                          ;0;16189.66;16189.66;16189.66;16189.66
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;MATERIAL DE CONSUMO                                                                       ;MATERIAIS PARA LIMPEZA. E HIGIENE                                                         ;0;490;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;DIARIAS - CIVIL                                                                           ;DIARIAS                                                                                   ;0;304000;190350.52;185345.83;190859.5
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;DIREITO PESSOAL                                                                           ;0;9467440.3;9467440.3;9467440.3;9350144.42
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO DE CONTROLE INTERNO E DE APOIO AO CONTROLE INTERNO                           ;0;735803.64;735803.64;735803.64;731035.79
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO DO SISTEMA MUNICIPAL DE ASSISTENCIA SOCIAL                                   ;0;94553.36;94553.36;94553.36;107435.13
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                          ;RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                          ;0;1196416.79;753212.36;748529.08;788448.94
CONCESSIONARIAS DE SERVICOS PUBLICOS DE ENERGIA ELETRICA - ADM. DIRETA - GOVERNANCA PARA O;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;12362436;0;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA                                            ;0;17200;17200;17200;17200
ASSISTENCIA E EDUCACAO PARA O CONSUMO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;MAQUINAS E EQUIPAMENTOS DE INFORMATICA E TELECOMUNICACOES - LOCACAO                       ;0;0;0;0;4104.79
ATIVIDADES DO PROCON CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;2190603;0;0;0;0
PARCERIA PUBLICO-PRIVADA DO VLT DO CENTRO;SUBVENCOES ECONOMICAS                                                                     ;CONTRAPRESTACAO PECUN AO PARC PRIVADO PELA PREST DE SERVICOS EM CONCESSOES DE CONTR DE PPP;0;100;0;0;9825256
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;MATERIAL DE CONSUMO                                                                       ;MATERIAL DE CONSUMO                                                                       ;37982.83;0;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;237900;0;0;0;0
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;MAQUINAS E EQUIPAMENTOS DE INFORMATICA E TELEPROCESSAMENTO                                ;0;237900;16900;16900;16900
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;REMUNERACAO DE CARGO DE DIRECAO E ASSISTENCIA INTERMEDIARIA (DAI)                         ;0;474923.39;474923.39;474923.39;476705.88
PROVISAO DE GASTOS COM PESSOAL - GOVERNANCA PARA OS CIDADAOS;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO POR TRABALHO TECNICO OU CIENTIFICO                                           ;0;171096.72;171096.72;171096.72;176324.4
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA                                            ;0;3800;3800;3800;3800
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA                                            ;0;15000;3720;3720;5150
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;ASSINATURAS DE DIARIO OFICIAL                                                             ;0;15000;1014.3;1014.3;1014.3
APOIO ADMINISTRATIVO - GOVERNANCA PARA OS CIDADAOS;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;1803.76;0;0;0;0
ATIVIDADES DA COORDENADORIA DE APOIO EXTERNO;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;230000;0;0;0;0
RECRUTAMENTO E SELECAO DE SERVIDORES;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS GRAFICOS EM GERAL POR PESSOA JURIDICA                                            ;0;1050;0;0;0
RECRUTAMENTO E SELECAO DE SERVIDORES;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;146319;0;0;0;0
RECRUTAMENTO E SELECAO DE SERVIDORES;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;INSS - SERVICOS DE TERCEIROS                                                              ;0;881086.66;471684.12;360538.52;360639.32
VALORIZACAO DO SERVIDOR;MATERIAL DE CONSUMO                                                                       ;MATERIAL DE CONSUMO                                                                       ;4639.12;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE AGUA E ESGOTO                                                                 ;0;392667.74;242226.32;232453.3;253855.96
MANUTENCAO DO CIAD - MESTRE CANDEIA;MATERIAL DE CONSUMO                                                                       ;CARTUCHOS. TONNERS E INSUMOS PARA IMPRESSORAS                                             ;0;2784.2;2784.2;2784.2;2784.2
MANUTENCAO DO CIAD - MESTRE CANDEIA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE             ;0;7000;7000;7000;7000
MANUTENCAO DO CIAD - MESTRE CANDEIA;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;83127.81;0;0;0;0
IMPLANTACAO DE CENTRO ESPECIALIZADO MUNICIPAL DE AUTISMO - CEMA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;0;0;0;0;0
DESENVOLVIMENTO GLOBAL E INCLUSAO PRODUTIVA DA PESSOA COM DEFICIENCIA E SUA FAMILIA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SEGURO DE VIDA E DE ACIDENTES PESSOAIS EM GRUPO                                           ;0;349.43;133.43;133.43;133.43
RECRUTAMENTO E SELECAO DE SERVIDORES;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;JUROS E MULTAS POR ATRASO DE OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS. EXCETO INSS          ;0;0;0;0;14.94
RECRUTAMENTO E SELECAO DE SERVIDORES;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;MAQUINAS E EQUIPAMENTOS PARA SERVICOS ADMINISTRATIVOS E TECNICOS                          ;0;13740.3;13740.3;13740.3;13740.3
MANUTENCAO DA CRECHE INSTITUCIONAL DR. PAULO NIEMEYER;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;249840;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - SAUDE PREVENTIVA E EMERGENCIA SOCIAL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;FORNECIMENTO DE GAS                                                                       ;0;14600;6451.99;6451.99;7821.8
MANUTENCAO DO CIAD - MESTRE CANDEIA;MATERIAL DE CONSUMO                                                                       ;MATERIAL DE CONSUMO                                                                       ;101440.23;0;0;0;0
MANUTENCAO DO CIAD - MESTRE CANDEIA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;MAQUINAS E EQUIPAMENTOS DE INFORMATICA E TELECOMUNICACOES - LOCACAO                       ;0;1920;1920;1920;2496
